index_step1,index_step2,index_step3,overall_score,50_Avg_F-Score,100_Avg_F-Score,150_Avg_F-Score,200_Avg_F-Score,250_Avg_F-Score,300_Avg_F-Score,350_Avg_F-Score,400_Avg_F-Score,450_Avg_F-Score,500_Avg_F-Score,50_Avg_Precision,100_Avg_Precision,150_Avg_Precision,200_Avg_Precision,250_Avg_Precision,300_Avg_Precision,350_Avg_Precision,400_Avg_Precision,450_Avg_Precision,500_Avg_Precision,50_Avg_Recall,100_Avg_Recall,150_Avg_Recall,200_Avg_Recall,250_Avg_Recall,300_Avg_Recall,350_Avg_Recall,400_Avg_Recall,450_Avg_Recall,500_Avg_Recall
6,13,152,0.30312314285714287,0.12397857142857141,0.20713,0.2694735714285714,0.3070171428571428,0.33378214285714286,0.35166857142857133,0.35963000000000006,0.3601978571428571,0.3605328571428571,0.35782071428571427,0.38209999999999994,0.3776771428571429,0.3768564285714286,0.3624842857142857,0.3501178571428571,0.33757642857142856,0.3223642857142857,0.305815,0.29222785714285715,0.2792121428571429,0.07501714285714287,0.14572,0.21507928571428572,0.27429214285714293,0.3292178571428572,0.3796992857142857,0.42154285714285716,0.45471,0.4893285714285714,0.5172085714285714
